doc_id,menu_id,menu_name,category,document
menu_39,39,딸기 요거트 스무디,요거트,"메뉴명: 딸기 요거트 스무디

카테고리: 요거트

설명:
딸기와 새콤달콤한 요거트가 어우러진 블렌딩 음료

가격:
5300원

원재료:
요거트파우더, 딸기

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_40,40,망고 요거트 스무디,요거트,"메뉴명: 망고 요거트 스무디

카테고리: 요거트

설명:
망고와 새콤달콤한 요거트가 어우러진 블렌딩 음료

가격:
5300원

원재료:
요거트파우더, 망고

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_41,41,블루베리 요거트 스무디,요거트,"메뉴명: 블루베리 요거트 스무디

카테고리: 요거트

설명:
블루베리와 새콤달콤한 요거트가 어우러진 블렌딩 음료

가격:
5300원

원재료:
요거트파우더, 블루베리

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_42,42,플레인 요거트 스무디,요거트,"메뉴명: 플레인 요거트 스무디

카테고리: 요거트

설명:
새콤달콤한 요거트의 향과 맛이 느껴지는 블렌딩 음료

가격:
5000원

원재료:
요거트파우더

알러지:
우유

선택 가능 옵션:

[사이즈]

필수여부: 필수
최소선택: 1
최대선택: 1

- 레귤러 (+0원)
- 라지 (+500원)

[당도]

필수여부: 선택
최소선택: 0
최대선택: 1

- 0% (+0원)
- 50% (+0원)
- 100% (+0원)
"
menu_43,43,메이플 크룽지,디저트/베이커리,"메뉴명: 메이플 크룽지

카테고리: 디저트/베이커리

설명:
바삭한 식감과 달콤한 메이플 시럽이 어우러진 크룽지

가격:
2500원

원재료:
밀가루, 버터, 메이플시럽

알러지:
밀, 우유

선택 가능 옵션:

없음"
menu_44,44,시나몬 크룽지,디저트/베이커리,"메뉴명: 시나몬 크룽지

카테고리: 디저트/베이커리

설명:
바삭한 식감과 시나몬 향이 어우러진 크룽지

가격:
2500원

원재료:
밀가루, 버터, 시나몬

알러지:
밀, 우유

선택 가능 옵션:

없음"
menu_45,45,초코 와플,디저트/베이커리,"메뉴명: 초코 와플

카테고리: 디저트/베이커리

설명:
바삭한 와플에 초콜릿과 쿠키 크럼을 토핑

가격:
5000원

원재료:
밀가루, 버터, 초콜릿, 초코쿠키

알러지:
밀, 우유, 난류

선택 가능 옵션:

없음"
menu_46,46,카라멜 와플,디저트/베이커리,"메뉴명: 카라멜 와플

카테고리: 디저트/베이커리

설명:
바삭한 와플에 카라멜과 시나몬 파우더를 토핑

가격:
5000원

원재료:
밀가루, 버터, 카라멜시럽, 시나몬

알러지:
밀, 우유, 난류

선택 가능 옵션:

없음"
menu_47,47,생크림 카스테라,디저트/베이커리,"메뉴명: 생크림 카스테라

카테고리: 디저트/베이커리

설명:
촉촉한 카스테라 안에 생크림이 듬뿍 들어간 디저트

가격:
5500원

원재료:
카스테라시트, 생크림

알러지:
밀, 우유, 난류

선택 가능 옵션:

없음"
menu_48,48,레드벨벳 케이크,디저트/베이커리,"메뉴명: 레드벨벳 케이크

카테고리: 디저트/베이커리

설명:
진한 치즈 향이 가득한 레드벨벳 시트 케이크

가격:
4500원

원재료:
밀가루, 치즈, 생크림

알러지:
밀, 우유, 난류

선택 가능 옵션:

없음"
menu_49,49,바닐라 마카롱,디저트/베이커리,"메뉴명: 바닐라 마카롱

카테고리: 디저트/베이커리

설명:
바닐라 향이 담긴 마카롱

가격:
2800원

원재료:
밀가루, 원두, 설탕

알러지:
우유, 난류, 호두

선택 가능 옵션:

없음"
menu_50,50,초콜릿 마카롱,디저트/베이커리,"메뉴명: 초콜릿 마카롱

카테고리: 디저트/베이커리

설명:
초콜릿 향이 담긴 마카롱

가격:
2800원

원재료:
밀가루, 원두, 초콜릿

알러지:
우유, 난류, 호두

선택 가능 옵션:

없음"
